0.281412 0.292636 0.300438 0.228435 0.165402 0.230042 0.281569 0.250736 0.294242 0.472821 0.166851 0.229712 0.166085 0.251968 0.154311 0.165147 0.164906 0.28286 0.381086 0.290998 0.292961 0.438701 0.279502 0.165414 0.298781
0.344602 0.353309 0.368892 0.510936 0.22277 0.511945 0.344799 0.31709 0.355303 0.490043 0.225078 0.511738 0.223858 0.318486 0.268106 0.222363 0.221979 0.346418 0.396418 0.351273 0.353712 0.492215 0.342204 0.222789 0.366923
0.287994 0.315363 0.299781 0.410362 0.190973 0.41197 0.288172 0.265524 0.317249 0.574854 0.193164 0.41164 0.192005 0.266731 0.214543 0.190588 0.190223 0.289641 0.351675 0.313437 0.315745 0.554254 0.285821 0.190991 0.298032
0.296852 0.317658 0.311438 0.500027 0.205838 0.5013 0.297036 0.276631 0.319567 0.514857 0.208186 0.501039 0.206944 0.27791 0.236517 0.205424 0.205034 0.29855 0.353579 0.315711 0.318045 0.514632 0.294612 0.205857 0.309617
0.278968 0.310007 0.287872 0.46737 0.201404 0.468864 0.279146 0.260534 0.311891 0.573855 0.203726 0.468557 0.202498 0.261755 0.221266 0.200995 0.200609 0.280604 0.338422 0.308084 0.310388 0.560629 0.276812 0.201423 0.286137
0.279606 0.307984 0.289978 0.502442 0.205472 0.503804 0.279785 0.262561 0.309865 0.538908 0.207831 0.503525 0.206584 0.263801 0.227106 0.205057 0.204664 0.281252 0.33775 0.306065 0.308365 0.53642 0.277436 0.205491 0.288221
0.272503 0.306075 0.280231 0.490063 0.20467 0.491508 0.272679 0.256307 0.307951 0.567927 0.207024 0.491211 0.20578 0.257526 0.22149 0.204256 0.203864 0.274123 0.331745 0.304161 0.306455 0.558693 0.270367 0.20469 0.278511
0.272096 0.305036 0.280552 0.504934 0.206097 0.506329 0.272273 0.256752 0.306909 0.551362 0.208463 0.506043 0.207212 0.257978 0.223438 0.20568 0.205286 0.273718 0.331373 0.303125 0.305416 0.547463 0.269958 0.206116 0.278824
0.268928 0.304641 0.276182 0.499895 0.2059 0.50132 0.269102 0.254054 0.306513 0.564504 0.208265 0.501028 0.207014 0.255271 0.221019 0.205483 0.20509 0.270538 0.32895 0.30273 0.30502 0.557271 0.266804 0.205919 0.274471
0.268481 0.304403 0.276091 0.506365 0.206475 0.507772 0.268656 0.25414 0.306274 0.557001 0.208845 0.507483 0.207592 0.25536 0.221703 0.206058 0.205664 0.270091 0.328924 0.302493 0.304782 0.552326 0.266357 0.206495 0.274377
0.266953 0.304522 0.27403 0.504269 0.206411 0.505687 0.267127 0.252916 0.306394 0.562778 0.208781 0.505396 0.207528 0.254133 0.220573 0.205994 0.2056 0.268558 0.328034 0.302611 0.304901 0.556499 0.264837 0.20643 0.272324
0.266584 0.304668 0.273837 0.507113 0.206654 0.508524 0.266758 0.252895 0.30654 0.559397 0.209026 0.508234 0.207772 0.254112 0.22078 0.206237 0.205842 0.268189 0.328191 0.302757 0.305047 0.554314 0.264468 0.206673 0.27213
0.265781 0.304972 0.272803 0.506242 0.206628 0.507657 0.265955 0.252311 0.306846 0.561882 0.208999 0.507367 0.207745 0.253526 0.220217 0.20621 0.205816 0.267382 0.327969 0.303061 0.305352 0.556038 0.263669 0.206647 0.271101
