0.26631 0.342726 0.326725 0.139733 0.152376 0.256275 0.218391 0.27318 0.308912 0.463685 0.160405 0.160974 0.159664 0.222527 0.276766 0.210976 0.158521 0.219481 0.231085 0.374445 0.24746 0.522872 0.219412 0.159014 0.229747
0.323113 0.353669 0.309731 0.343422 0.249579 0.355664 0.361133 0.365728 0.365953 0.306891 0.235503 0.338332 0.234238 0.345143 0.380599 0.279732 0.23229 0.362663 0.345393 0.32888 0.341412 0.321613 0.277893 0.23313 0.374598
0.298929 0.399525 0.366272 0.199456 0.223228 0.266625 0.267803 0.308765 0.342659 0.505128 0.206899 0.227276 0.205668 0.282016 0.282221 0.28194 0.203775 0.26901 0.298033 0.393406 0.305057 0.48499 0.26711 0.204591 0.269697
0.307736 0.367206 0.313656 0.321067 0.215736 0.321156 0.338441 0.352097 0.360094 0.327568 0.222372 0.297972 0.221056 0.353025 0.372284 0.252589 0.21903 0.339881 0.338512 0.338552 0.356169 0.338401 0.253812 0.219903 0.362238
0.296864 0.415346 0.362196 0.212944 0.21897 0.25852 0.281555 0.323598 0.352066 0.501506 0.210516 0.241152 0.209244 0.301667 0.281017 0.279197 0.207286 0.282812 0.321882 0.392142 0.32367 0.435294 0.260354 0.208129 0.282749
0.299609 0.390612 0.322097 0.307691 0.20346 0.296027 0.327414 0.348033 0.363518 0.355081 0.219981 0.277763 0.218666 0.366125 0.360577 0.243801 0.216644 0.32882 0.345151 0.349619 0.372808 0.336677 0.245954 0.217515 0.355605
0.29337 0.431135 0.357945 0.221313 0.209138 0.248079 0.286935 0.333898 0.359595 0.497812 0.211535 0.242316 0.210256 0.321888 0.283569 0.268755 0.208288 0.288213 0.339549 0.393512 0.344133 0.397356 0.251608 0.209136 0.291847
0.293227 0.415172 0.327574 0.296108 0.194478 0.274916 0.319312 0.348745 0.369426 0.380671 0.218627 0.26389 0.217317 0.379004 0.349617 0.237313 0.215303 0.320696 0.355088 0.360296 0.388889 0.325038 0.240035 0.216171 0.350027
0.289566 0.449662 0.354088 0.227149 0.199148 0.237399 0.288471 0.342192 0.367684 0.496483 0.212039 0.239129 0.210758 0.342865 0.286727 0.25752 0.208787 0.289758 0.354714 0.396571 0.36589 0.364468 0.24348 0.209636 0.29855
0.287877 0.440551 0.33031 0.286029 0.186438 0.256557 0.311796 0.352053 0.376842 0.403875 0.217529 0.252703 0.216224 0.39251 0.340401 0.231169 0.214217 0.313162 0.366076 0.370961 0.405798 0.308887 0.234263 0.215082 0.344555
0.285607 0.470881 0.349731 0.231216 0.189651 0.227075 0.287529 0.349822 0.376801 0.497273 0.212287 0.234475 0.211005 0.364091 0.289511 0.246723 0.209032 0.288818 0.368297 0.401068 0.388566 0.334163 0.235814 0.209882 0.303005
0.283153 0.467141 0.330512 0.277348 0.178846 0.240522 0.30411 0.356992 0.385681 0.424734 0.216544 0.243193 0.215244 0.406989 0.332534 0.225045 0.213243 0.305457 0.377141 0.381821 0.424047 0.290586 0.228266 0.214105 0.338673
